Coder,Letter Code,Gender,City,State,Country,Postal Code,Location,BingGeo,Latitude,Longitude,Month,Year,Which column?,Letter Title,Letter number,Page #,Reference: Title or topic,Reference: Month,Reference: Year,Reference: Page,In Reply To: Full Letter Code,Did the Editors reply in-line?,AI or robotics,Academia and research,Announcement for Byte readers,"Arts, music","BBS, modems, telecommunications",Club or user group,"Commentary, opinion",Computer Education/Teaching/Library,Computer store or other consumer/retail,Correction to an article,Criticism of Byte,Disability,"Family, children, spouse",Gaming,Identifies as novice,Includes source code,Notes their own age,Personal finance,Piracy/CopyProtection,Praise for Byte,Printers,Product/service recommendation or warning,Programming,Representation of gender and race,"Request for help, assistance, advice",Request to Byte editors re: magazine,Software Distributor/Distribution,Technical tip or how-to,"Work, professional life, business finances",Other
RZ,1979.03.03L,Male,Charlottesville,VA,USA,22903,"Charlottesville, VA 22903, USA","Charlottesville, VA, United States",38.0321312,-78.47756195,3,1979,Letters,Concerning Chess and Pascal,3,10,Creating a Chess Player,10.0,1978.0,182,,"No, they did not",0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,
RZ,1979.03.04L,Male,Ashton,IA,USA,51232,"Ashton, IA 51232, USA","Ashton, IA, United States",43.31595993,-95.78701782,3,1979,Letters,Attention Atari Experts,4,226,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,
RZ,1979.03.05L,Male,Stamford ,CT,USA,6902,"Stamford, CT 6902, USA","Stamford, CT, United States",41.05181885,-73.5422287,3,1979,Letters,Digicast: A Correction And An Opinion,5,226,The Digicast System,1.0,1979.0,100,,"No, they did not",0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Television
RZ,1979.03.06L,Male,Melbourne,Victoria,USA,3004,"Melbourne, Victoria 3004, USA","Melbourne, VIC, Australia",-37.81753159,144.96714780000002,3,1979,Letters,Can Our Readers Help?,6,226,,,,,,"Yes, the editors responded",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
RZ,1979.03.07L,Male,Corvallis,OR,USA,97330,"Corvallis, OR 97330, USA","Corvallis, OR, United States",44.56502914,-123.26351170000001,3,1979,Letters,Text Editor,7,226,"Editorial: ""On the Virtues of Writing Editors""",11.0,1978.0,6,,"No, they did not",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,
RZ,1979.04.01L,Male,Upland,CA,USA,91786,"Upland, CA 91786, USA","Upland, CA, United States",34.09939957,-117.65100859999998,4,1979,Letters,Successful Transformation,1,8,"""Fast Fourier Transforms on Your Home Computer,"" by William D Stanley and Steven J Peterson",12.0,1978.0,14,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,"""Home Computer"""
RZ,1979.04.02L,Male,Mansfield,OH,USA,44903,"Mansfield, OH 44903, USA","Mansfield, OH, United States",40.75854111,-82.51524353,4,1979,Letters,Making Cents,2,8,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,
RZ,1979.04.03L,Female,St Louis,MO,USA,63117,"St Louis, MO 63117, USA","St Louis, MO, United States",38.6277504,-90.19956207,4,1979,Letters,Digicast Data,3,8,"The Digicast System: Receiving Data and Information over your FM Radio"" by Mr Halsema",1.0,1979.0,100,,"No, they did not",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Federal Regulation
RZ,1979.04.04L,Male,Latrobe,PA,USA,15650,"Latrobe, PA 15650, USA","Latrobe, PA, United States",40.31663895,-79.38494109999999,4,1979,Letters,1802 Quest for Information,4,206,,,,,,"Yes, the editors responded",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,Hardware
RZ,1979.04.05L,Male,District Heights,MD,USA,20028,"District Heights, MD 20028, USA","District Heights, MD, United States",38.862178799999995,-76.88244629,4,1979,Letters,Cancelled and Happy?,5,206,,,,,,"No, they did not",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Subscription
RZ,1979.04.06L,Male,Prince George,VA,USA,23875,"Prince George, VA 23875, USA","Prince George, VA, United States",37.22085953,-77.28672791,4,1979,Letters,A Base Comment,6,206,Harold Pritchard calculator article,1.0,1979.0,165,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Calculators
RZ,1979.04.07L,Female,Menlo Park,CA,USA,94025,"Menlo Park, CA 94025, USA","Menlo Park, CA, United States",37.4553299,-122.1785812,4,1979,Letters,Copyright Information Gathering,7,206,,,,,,"Yes, the editors responded",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,
RZ,1979.04.08L,Male,Hollywood,CA,USA,90036,"Hollywood, CA 90036, USA","Los Angeles, CA, United States",34.10155869,-118.33708190000002,4,1979,Letters,IBM Emulation Information Needed,8,207,,,,,,"No, they did not",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,
RZ,1979.04.09L,Male,Princeton,NJ,USA,8540,"Princeton, NJ 8540, USA","Princeton, NJ, United States",40.36075974,-74.66445923,4,1979,Letters,The Shape of Life,9,208,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Life
RZ,1979.04.10L,Male,Upper Darby,PA,USA,19082,"Upper Darby, PA 19082, USA","Upper Darby Township, PA, United States",39.96036911,-75.26296234,4,1979,Letters,Kudos,10,208,,,,,,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Customer Service
RZ,1979.04.11L,Male,Elmhurst,IL,USA,60126,"Elmhurst, IL 60126, USA","Elmhurst, IL, United States",41.90382004,-87.93988037,4,1979,Letters,"""Thus & So"" Implementation",11,208,Carl Helmers comparing BASIC to Pascal,12.0,1978.0,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,
RZ,1979.05.01L,Male,Wheaton,IL,USA,60187,"Wheaton, IL 60187, USA","Wheaton, IL, United States",41.86605072,-88.11064148,5,1979,Letters,Kudos for Ithaca,1,8,,,,,,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
RZ,1979.05.02L,Male,Stillwater,OK,USA,74074,"Stillwater, OK 74074, USA","Stillwater, OK, United States",36.11664963,-97.05863190000001,5,1979,Letters,Comments on Computer Assisted Instruction,2,8,"Articles by Davidson, Gerhold, and Kheriaty relating to computer assisted instruction on microcomputers",12.0,1978.0,125,,"No, they did not",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,Computer Assisted Instruction (CAI)
RZ,1979.05.03L,Male,Stanford,CA,USA,94305,"Stanford, CA 94305, USA","Stanford, CA, United States",37.43136978,-122.16892240000001,5,1979,Letters,Pascal Costs Add Up,3,8,"""Pascal Critique and a Comment"" by J O'Loughlin",12.0,1978.0,179,,"Yes, the editors responded",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,
RZ,1979.05.04L,Male,75 Karlsruhe,Baden-Württemberg,Germany,,"75 Karlsruhe, Baden-Württemberg, Germany","BW, Germany",48.53925323,9.048341751,5,1979,Letters,Pascal Communication Requested,4,223,,,,,,"No, they did not",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Virtual Machine
RZ,1979.05.05L,Male,Los Angeles,CA,USA,90049,"Los Angeles, CA 90049, USA","Los Angeles, CA, United States",34.05348969,-118.2453232,5,1979,Letters,Improving Statistical Accuracy,5,223,"""Elements of Statistical Computation"" by Alan B Forsyth",1.0,1979.0,182,,"No, they did not",0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
RZ,1979.05.06L,Unknown,Honolulu,HI,USA,96822,"Honolulu, HI 96822, USA","Honolulu, HI, United States",21.30492973,-157.8578796,5,1979,Letters,Some Insights on Information,6,223,"""Designing a Robot from Nature"" by Andrew Filo",2.0,1979.0,,,"No, they did not",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
RZ,1979.05.07L,Male,Jersey City,NJ,USA,7302,"Jersey City, NJ 7302, USA","Jersey City, NJ, United States",40.71747971,-74.04385376,5,1979,Letters,Pascal Unexpandable,7,224,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,
RZ,1979.05.08L,Male,Pecos,TX,USA,79772,"Pecos, TX 79772, USA","Pecos, TX, United States",31.42564011,-103.4942322,5,1979,Letters,APL not Desired,8,224,,,,,,"No, they did not",0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,
RZ,1979.05.09L,Female,Northboro,MA,USA,1532,"Northboro, MA 1532, USA","MA, United States",42.15618515,-71.56619263,5,1979,Letters,Genealogical Information,9,225,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,
RZ,1979.05.10L,Male,Baltimore,MD,USA,21205,"Baltimore, MD 21205, USA","Baltimore, MD, United States",39.29058075,-76.60926056,5,1979,Letters,Fast Fourier Transforms on your Home Computer,10,225,"""Fast Fourier Transforms on Your Home Computer"" by Stanley and Peterson",12.0,1978.0,14,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
RZ,1979.06.01L,Male,Penfield,NY,USA,14526,"Penfield, NY 14526, USA","Penfield, NY, United States",43.16028976,-77.44934845,6,1979,Letters,Digitizing Data Bases,1,8,,,,,,"Yes, the editors responded",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
RZ,1979.06.02L,Male,Vancouver,BC,Canada,,"Vancouver, BC, Canada","Vancouver, BC, Canada",49.26037979,-123.11335749999999,6,1979,Letters,Digital Radio Operators,2,8,,,,,1978.12.??,"No, they did not",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,
RZ,1979.06.03L,Female,Northboro,MA,USA,1532,"Northboro, MA 1532, USA","MA, United States",42.15618515,-71.56619263,6,1979,Letters,Lineage Programming,3,8,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,
RZ,1979.07.01L,Male,Orangeburg,SC,USA,29115,"Orangeburg, SC 29115, USA","Orangeburg, SC, United States",33.48934937,-80.86472321,7,1979,Letters,Serious Comments on Amended Basic,1,6,"Robert Bass Languages Forum: ""Amended BASIC""",4.0,1979.0,238,,"No, they did not",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
RZ,1979.07.02L,Female,Anaheim,CA,USA,92801,"Anaheim, CA 92801, USA","Anaheim, CA, United States",33.83285904,-117.91523740000001,7,1979,Letters,Squish Bugs,2,6,,,,,,"No, they did not",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,File Systems
RZ,1979.07.03L,Male,Murray Hill,NJ,USA,7974,"Murray Hill, NJ 7974, USA","Murray Hill, NJ, United States",40.695831299999995,-74.40133667,7,1979,Letters,A Faster Mailing List,3,6,"""A Computerized Mailing List"" by Thomas E Doyle",1.0,1979.0,84,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1979.07.04L,Male,Le Chesnay,Île-de-France,France,78150,"Le Chesnay, Île-de-France 78150, France","Le Chesnay, IdF, France",48.82666016,2.125829935,7,1979,Letters,Hamming Error Correcting Code has Problems?,4,98,Michael Wimble: Method for storing coded data using a Hamming error correcting code,2.0,1979.0,180,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1979.07.05L,Male,London,Not Applicable,England,NW8 9UP,"London, Not Applicable NW8 9UP, England","London, England, United Kingdom",51.50642014,-0.127210006,7,1979,Letters,Comments from a Chess Master,5,98,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
RZ,1979.08.01L,Male,Pasadena,CA,USA,91125,"Pasadena, CA 91125, USA","Pasadena, CA, United States",34.14744949,-118.1442719,8,1979,Letters,Puzzling Rotation Explained,1,8,"Ken Barbier, ""Puzzling Rotation""",5.0,1979.0,216,,"No, they did not",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
RZ,1979.08.02L,Male,Wellesley,MA,USA,2181,"Wellesley, MA 2181, USA","Wellesley, MA, United States",42.29776001,-71.28974152,8,1979,Letters,More Puzzling,2,8,"""An Added Attraction"" - Machine Language Puzzler",5.0,1979.0,209,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1979.09.01L,Male,Akron,OH,USA,44313,"Akron, OH 44313, USA","Akron, OH, United States",41.08420944,-81.51405334,9,1979,Letters,Robot Design Comments,1,150,"""Designing A Robot From Nature"" by Andrew Filo (letter author)",2.0,1979.0,,,"No, they did not",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"Cyberanimation (coined term), Neural Logic Cyberanimate"
RZ,1979.09.02L,Male,Baltimore,MD,USA,21212,"Baltimore, MD 21212, USA","Baltimore, MD, United States",39.29058075,-76.60926056,9,1979,Letters,Good Cents,2,150,,,,,1979.04.??,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Noncomputer public
RZ,1979.09.03L,Male,Seattle,WA,USA,98115,"Seattle, WA 98115, USA","Seattle, WA, United States",47.60356903,-122.32945249999999,9,1979,Letters,Lost in a Sea of Phlogisten,3,150,Artificial Intelligence and Entropy,6.0,1979.0,,,"No, they did not",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
RZ,1979.09.04L,Male,White Plains,NY,USA,10604,"White Plains, NY 10604, USA","White Plains, NY, United States",41.03379059,-73.76344299,9,1979,Letters,Historio Memories,4,151,"""History of Computers: The IBM 650""",3.0,1979.0,238,,"No, they did not",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
RZ,1979.09.05L,Male,San Francisco,CA,USA,94132,"San Francisco, CA 94132, USA","San Francisco, CA, United States",37.77711868,-122.4196396,9,1979,Letters,Possible New Life Forms,5,151,John Horton Conway's game of Life,12.0,1978.0,,,"No, they did not",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Life
RZ,1979.10.01L,Male,Acton,MA,USA,1720,"Acton, MA 1720, USA","Acton, MA, United States",42.4858017,-71.43331909,10,1979,Letters,Ultrasonic Transducers Located,1,16,"""Building a Computer Controlled Security System for Your Home""",3.0,1979.0,150,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Ultrasonics
RZ,1979.10.02L,Unknown,Staines,Middlesex,United Kingdom,,"Staines, Middlesex, United Kingdom","Staines-upon-Thames, England, United Kingdom",51.43516159,-0.50661999,10,1979,Letters,Long Distance Comunication,2,16,"""Communicate on a Light Beam""",5.0,1979.0,32,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Electronic circuits
RZ,1979.10.03L,Male,New York,NY,USA,10022,"New York, NY 10022, USA","New York, NY, United States",40.71455002,-74.00714111,10,1979,Letters,Phone Company Maps...,3,18,Computer Generated Maps,5.0,1979.0,10,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,Mapping
RZ,1979.10.04L,Male,Junior,WV,USA,26275,"Junior, WV 26275, USA","Junior, WV, United States",38.97800827,-79.94999695,10,1979,Letters,5 Byte Conversion,4,18,"""5 Byte Hexadecimal to ASCII Converter"" by Ashwin L Doshi",6.0,1979.0,208,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1979.10.05L,Male,Jersey City,NJ,USA,7302,"Jersey City, NJ 7302, USA","Jersey City, NJ, United States",40.71747971,-74.04385376,10,1979,Letters,Information Wanted,5,18,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Audio Cassette
KD,1979.11.01L,Male,Racine,WI,USA,53402,"Racine, WI 53402, USA","Racine, WI, United States",42.72518921,-87.79042816,11,1979,Letters,Mind Over Matter Expansion,1,12,"""Mind Over Matter""",6.0,1979.0,149,,"Yes, the editors responded",0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Brain Wave Monitor
RZ,1979.11.02L,Male,San Diego,CA,USA,92124,"San Diego, CA 92124, USA","San Diego, CA, United States",32.71567917,-117.16171259999999,11,1979,Letters,A Rejoycing LISPer,2,12,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
RZ,1979.11.03L,Male,Durham,NC,USA,27701,"Durham, NC 27701, USA","Durham, NC, United States",35.99541855,-78.8964386,11,1979,Letters,Move Segmenting,3,12,"""A Digital Alphanumeric Display""",4.0,1979.0,218,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Alphanumerics
RZ,1979.12.01L,Male,Gainesville,FL,USA,32607,"Gainesville, FL 32607, USA","Gainesville, FL, United States",29.65195084,-82.32277679,12,1979,Letters,Problems 1 thu Ten,1,78,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Publication style
RZ,1979.12.02L,Male,Melrose Park,IL,USA,60164,"Melrose Park, IL 60164, USA","Melrose Park, IL, United States",41.89643097,-87.86412048,12,1979,Letters,S-100 Core?,2,78,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,
RZ,1979.12.03L,Male,Shaw AFB,SC,USA,29152,"Shaw AFB, SC 29152, USA","SC, United States",33.90385437,-80.89376831,12,1979,Letters,Removing Solder - A Comment,3,78,"""Soldering Techniques"" by William Trimmer",9.0,1979.0,84,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Soldering
RZ,1979.12.04L,Unknown,Vancouver,British Columbia,Canada,V6M 4E1,"Vancouver, British Columbia V6M 4E1, Canada","Vancouver, BC, Canada",49.26037979,-123.11335749999999,12,1979,Letters,Weather Radio Information,4,78,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Weather Satellite Receiving Equipment
RZ,1979.12.05L,Male,Sunnyvale,CA,USA,94086,"Sunnyvale, CA 94086, USA","Sunnyvale, CA, United States",37.37171936,-122.038002,12,1979,Letters,Subroutine Parameters Questioned,5,78,"""Subroutine Parameters"" by Professor Maurer",7.0,1979.0,228,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1979.12.06L,Couple,Norwalk,CT,USA,6851,"Norwalk, CT 6851, USA","Norwalk, CT, United States",41.11365891,-73.40765381,12,1979,Letters,Quest Comments,6,79,QUEST program,7.0,1979.0,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
RZ,1980.01.01L,Male,Washougal,WA,USA,98671,"Washougal, WA 98671, USA","Washougal, WA, United States",45.57921982,-122.35325619999999,1,1980,Letters,Tic Tac Rebuttal,1,14,Tic-Tac-Toe program,5.0,1979.0,196,1979.10.??,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
RZ,1980.01.02L,Female,Anaheim,CA,USA,92801,"Anaheim, CA 92801, USA","Anaheim, CA, United States",33.83285904,-117.91523740000001,1,1980,Letters,UNIX-type File Available,2,14,"""Operating Systems: Let's Have Some UNIX-Inspired Software"" by Jim Howell",9.0,1979.0,82,,"No, they did not",0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
RZ,1980.01.03L,Male,Fontenay-aux-Roses,Île-de-France,France,92260,"Fontenay-aux-Roses, Île-de-France 92260, France","Fontenay-aux-Roses, IdF, France",48.79290009,2.286230087,1,1980,Letters,A Stitch in Time?,3,16,"""Power Helps Analyze Electric Bills"" by Karen Wolfe",10.0,1979.0,48,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sewing
RZ,1980.01.04L,Male,St Joseph,MI,USA,49085,"St Joseph, MI 49085, USA","St Joseph, MI, United States",42.10338974,-86.48526001,1,1980,Letters,Willard Irwin Nico 1928-1979,4,16,"""Shooting Stars,"" ""Sys 8.5,"" ""Sweet Auto Line""",5.0,1976.0,,,"No, they did not",0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
RZ,1980.01.05L,Male,Washougal,WA,United States,98671,"Washougal, WA 98671, United States","Washougal, WA, United States",45.57921982,-122.35325619999999,1,1980,Letters,Marsport Forces Resurface,5,16,"""Marsport"" by Delmer D Hinrichs",4.0,1979.0,16,1979.10??,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,
RZ,1980.01.06L,Male,Arlington,VA,USA,22201,"Arlington, VA 22201, USA","Arlington, VA, United States",38.89051056,-77.08628845,1,1980,Letters,It Happened Again,6,18,LISP,8.0,1979.0,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
RZ,1980.01.07L,Male,Gardena,CA,USA,90248,"Gardena, CA 90248, USA","Gardena, CA, United States",33.88378906,-118.30702209999998,1,1980,Letters,Elegant Input Recognizer,7,18,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1980.02.01L,Male,Penylan,Cardiff,Great Britain,CF2 5NZ,"Penylan, Cardiff CF2 5NZ, Great Britain","Pen-y-lan, Wales, United Kingdom",51.50043869,-3.160729885,2,1980,Letters,8086 Software Needed,1,14,,,,,,"No, they did not",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,
RZ,1980.02.02L,Male,San Jose,CA,United States,95123,"San Jose, CA 95123, United States","San Jose, CA, United States",37.33864975,-121.88542179999999,2,1980,Letters,Battle of the Buses,2,14,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hardware
RZ,1980.02.03L,Male,Billerica,MA,USA,1821,"Billerica, MA 1821, USA","Billerica, MA, United States",42.56352997,-71.27098846,2,1980,Letters,Pi in the Sky,3,16,,,,,,"No, they did not",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1980.02.04L,Male,Vincennes,IN,USA,47591,"Vincennes, IN 47591, USA","Vincennes, IN, United States",38.67810059,-87.53224182,2,1980,Letters,Keep Telling it Like it is,4,16,Editorial regarding pseudoscience and biorhythms,11.0,1979.0,,,"No, they did not",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
RZ,1980.02.05L,Male,North Syracuse ,NY,USA,13212,"North Syracuse, NY 13212, USA","North Syracuse, NY, United States",43.13251877,-76.12789917,2,1980,Letters,Good Humor Needed,5,16,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Humor
RZ,1980.03.01L,Unknown,Mount Pleasant,Salisbury,Rhodesia,,"Mount Pleasant, Salisbury, Rhodesia","Mount Pleasant, SC, United States",32.80128098,-79.88945007,3,1980,Letters,Needed: Software and/or Computers in Rhodesia,1,14,,,,,,"No, they did not",0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,
RZ,1980.03.02L,Male,Newton,MA,USA,2166,"Newton, MA 2166, USA","Newton, MA, United States",42.33855057,-71.20709991,3,1980,Letters,The Bare Necessities,2,14,"""Budget Building on a Bare Board"" by Dan S Parker",10.0,1979.0,206,,"No, they did not",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,
RZ,1980.03.03L,Male,Oxnard,CA,USA,93030,"Oxnard, CA 93030, USA","Oxnard, CA, United States",34.20034027,-119.18012240000002,3,1980,Letters,Biological Rhythms and Biased Data,3,14,"""Pseudoscience Done"" Editorial",11.0,1979.0,6,,"No, they did not",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cycles within Life
RZ,1980.03.04L,Unknown,Rochester,NY,USA,14644,"Rochester, NY 14644, USA","Rochester, NY, United States",43.15579987,-77.61631775,3,1980,Letters,"Correspondence Regarding ""Curve Fitting with Your Microcomputer""",4,16,"""Cruve Fitting with Your Microcomputer""",10.0,1979.0,150,,"No, they did not",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,
RZ,1980.04.01L,Male,Washougal,WA,USA,98671,"Washougal, WA 98671, USA","Washougal, WA, United States",45.57921982,-122.35325619999999,4,1980,Letters,Disputed Analysis of Frequency,1,12,"""Frequency Analysis of Data using a Microcomputer"" by Dr F R Ruckdeschel",12.0,1979.0,10,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Frequency data
